time	xaccel	yaccel	cumulative_time	xaccel_filtered_iir	yaccel_filtered_iir
0.040999889	0.000000000	-0.600000024	0.040999889	-0.000844640	-0.599445741
0.060999889	0.243478241	-0.765217398	0.060999889	0.993459066	0.728849688
0.080999889	3.406521269	2.181303748	0.080999889	2.679336652	0.817797081
0.100999889	4.483333160	-0.730016236	0.100999889	4.584245894	-0.375978997
0.120999889	5.276006173	-1.643991818	0.120999889	5.416329768	-1.467501831
0.140999889	4.136985547	-0.666996311	0.140999889	4.639706914	-1.157366749
0.160999889	4.356011220	-1.061006489	0.160999889	3.280435769	-0.026777842
0.180999889	2.243291515	1.080038318	0.180999889	2.644860792	0.222739320
0.200999889	1.753501091	-0.149619367	0.200999889	2.542493136	-0.539732569
0.220999889	2.369987382	-1.576636140	0.220999889	1.766673497	-0.548707815
0.240999889	1.193768988	0.837652493	0.240999889	0.362152269	0.820516731
0.260999889	-1.297341272	2.796010097	0.260999889	-0.027970179	1.569916324
0.280999889	1.354832369	-1.282250468	0.280999889	1.225638316	0.111887453
0.300999889	2.820028573	-0.827479510	0.300999889	2.287622623	-1.866584508
0.320999889	1.558208093	-2.323534948	0.320999889	1.393053903	-1.738032416
0.340999889	-0.844401541	-0.437704031	0.340999889	-0.367338535	-0.051069212
0.360999889	-0.981666376	1.485575730	0.360999889	-0.581411168	0.293041613
0.380999889	1.737522027	-1.877568237	0.380999889	0.933767341	-1.346515936
0.400999889	2.162781671	-3.275224383	0.400999889	2.074889419	-2.348171604
0.420999889	0.894024753	0.343545196	0.420999889	1.651081464	-1.008356438
0.440999889	0.999570357	0.239028786	0.440999889	0.718972354	0.874098250
0.460999889	0.801024821	0.992187033	0.460999889	0.548209232	1.026622374
0.480999889	0.809490558	0.581514048	0.480999889	0.913134628	0.276968442
0.500999889	0.941300211	0.637426646	0.500999889	0.963541804	0.975056889
0.520999889	0.469984320	2.856059372	0.520999889	0.620093030	2.950543036
0.540999889	0.309118670	4.146305236	0.540999889	0.435389341	3.458809343
0.560999889	1.518678667	0.778220369	0.560999889	0.699339876	1.218163116
0.580999889	0.310010969	-2.099985088	0.580999889	1.128410004	-1.524947054
0.600999889	1.093346618	-1.041648689	0.600999889	1.149879827	-1.906552681
0.620999889	1.021422547	0.030975053	0.620999889	0.431768706	-0.198174905
0.640999889	-0.827554155	-0.465023339	0.640999889	-0.614982698	0.756353472
0.660999889	-1.304086461	0.098213101	0.660999889	-1.097340475	-0.413439221
0.680999889	-0.668064669	-0.733397092	0.680999889	-0.761029561	-1.694728649
0.700999889	-0.375458246	-1.572732505	0.700999889	-0.415452111	-0.743492887
0.720999889	-0.653824910	0.531102434	0.720999889	-0.702750592	1.332216532
0.740999889	-0.957277189	2.410413832	0.740999889	-1.016493479	1.283205416
0.760999889	-0.677235693	-0.697967846	0.760999889	-0.484379624	-1.333753810
0.780999889	0.333371793	-4.822069287	0.780999889	0.501622891	-3.111185125
0.800999889	1.266704772	-1.110959513	0.800999889	0.855696791	-1.755197539
0.820999889	0.893251578	0.769985251	0.820999889	0.550563128	0.435428462
0.840999889	-0.680823854	0.242638517	0.840999889	0.491920681	0.153082742
0.860999889	1.310000774	-1.830101782	0.860999889	0.753169392	-1.892351519
0.880999889	1.188944907	-4.008850298	0.880999889	0.388993159	-2.392948701
0.900999889	-1.629995507	1.409956493	0.900999889	-0.727593373	-0.721020651
0.920999889	-1.477615654	-0.066223619	0.920999889	-1.265126467	0.381238366
0.940999889	0.412764716	-1.694576439	0.940999889	-0.262484856	-0.694524681
0.960999889	1.466517112	-1.718994970	0.960999889	1.418194987	-2.074694484
0.980999889	1.563042611	-0.534321828	0.980999889	2.181975291	-1.414426086
1.000999889	1.876676535	-0.135833510	1.000999889	1.591220178	0.684078334
1.020999889	0.782671156	1.446430595	1.020999889	0.561117853	1.525824572
1.040999889	-0.201970400	0.373854950	1.040999889	0.086756809	-0.217217965
1.060999889	0.481988343	-3.561973117	1.060999889	0.271728389	-2.864220976
1.080999889	0.242862993	-2.777619455	1.080999889	0.461638690	-3.532031950
1.100999889	0.166650572	-1.736596970	1.100999889	0.085681682	-1.305515092
1.120999889	-0.500009682	1.344338158	1.120999889	-0.632091881	1.653323634
1.140999889	-0.927271809	3.157247640	1.140999889	-0.910191158	2.535237384
1.160999889	-0.729994308	0.946662186	1.160999889	-0.476386934	1.214120237
1.180999889	0.070005402	0.324440210	1.180999889	-0.031620304	0.174094684
1.200999889	0.073321390	0.493346571	1.200999889	-0.233156859	0.927040227
1.220999889	-0.875996786	1.997013575	1.220999889	-0.607049640	1.907042534
1.240999889	-0.309077200	1.646319825	1.240999889	-0.201474815	0.900829524
1.260999889	0.929532550	-2.094782349	1.260999889	0.861166185	-1.626232802
1.280999889	1.737497494	-4.089995057	1.280999889	1.357047708	-3.132302426
1.300999889	0.054159174	-0.823318812	1.300999889	0.597603429	-2.278020009
1.320999889	-0.358182300	-0.452726959	1.320999889	-0.685649914	-0.120022873
1.340999889	-1.559530097	1.077627155	1.340999889	-1.364791433	1.626407487
1.360999889	-1.037269963	2.237275520	1.360999889	-1.172122184	2.119862201
1.380999889	-0.465831828	1.647495043	1.380999889	-0.584019342	1.318791406
1.400999889	-0.247272566	-0.253645631	1.400999889	-0.003577392	-0.326751308
1.420999889	0.333045714	-2.142175374	1.420999889	0.465339567	-1.894453593
